ANO,MES,SENADOR,VALOR_REEMBOLSADO,UF,QUOTA,PERCENTAGE
2011,12,PAULO BAUER,32506.68,,40256.17,80.75
2011,12,PAULO DAVIM,25566.64,,40256.17,63.51
2011,12,PAULO PAIM,86684.11,RS,40875.9,212.07
2011,12,PEDRO SIMON,5342.62,RS,40875.9,13.07
2011,12,PEDRO TAQUES,18037.68,,40256.17,44.81
2011,12,RANDOLFE RODRIGUES,33422.659999999996,,40256.17,83.02
2011,12,RENAN CALHEIROS,29883.71,AL,40944.1,72.99
2011,12,RICARDO FERRAÇO,20197.76,,40256.17,50.17
2011,12,ROBERTO REQUIÃO,32192.98,PR,38871.86,82.82
2011,12,ROMERO JUCÁ,86193.64,RR,45612.53,188.97
2011,12,SÉRGIO PETECÃO,103710.61,,40256.17,257.63
2011,12,SÉRGIO SOUZA,18794.18,,40256.17,46.69
2011,12,VALDIR RAUPP,46890.46,RO,43672.49,107.37
2011,12,VANESSA GRAZZIOTIN,65551.79,,40256.17,162.84
2011,12,VICENTINHO ALVES,25130.18,,40256.17,62.43
2011,12,VITAL DO RÊGO,32847.24,,40256.17,81.6
2011,12,WALDEMIR MOKA,33009.92,,40256.17,82.0
2011,12,WALTER PINHEIRO,20875.64,,40256.17,51.86
2011,12,WELLINGTON DIAS,42076.12,,40256.17,104.52
2011,12,ZEZÉ PERRELLA,21657.38,,40256.17,53.8
2011,12,ÂNGELA PORTELA,40547.76,,40256.17,100.72
2012,1,ACIR GURGACZ,20705.72,,40256.17,51.43
2012,1,ALFREDO NASCIMENTO,4161.45,,40256.17,10.34
2012,1,ALOYSIO NUNES FERREIRA,14555.32,,40256.17,36.16
2012,1,ALVARO DIAS,5152.25,PR,38871.86,13.25
2012,1,ANA AMÉLIA,10053.31,,40256.17,24.97
2012,1,ANA RITA,21987.89,,40256.17,54.62
2012,1,ANTONIO RUSSO,14502.05,,40256.17,36.02
2012,1,ANTÔNIO CARLOS VALADARES,20748.99,SE,40139.26,51.69
2012,1,ANÍBAL DINIZ,15481.77,,40256.17,38.46
2012,1,ARMANDO MONTEIRO,17486.05,,40256.17,43.44
2012,1,AÉCIO NEVES,14564.85,,40256.17,36.18
2012,1,BENEDITO DE LIRA,10428.58,,40256.17,25.91
2012,1,BLAIRO MAGGI,5031.55,MT,39428.03,12.76
2012,1,CASILDO MALDANER,20772.99,SC,39877.78,52.09
2012,1,CIRO NOGUEIRA,30887.29,,40256.17,76.73
2012,1,CLÉSIO ANDRADE,8336.039999999999,,40256.17,20.71
2012,1,CLÓVIS FECURY,30403.68,,40256.17,75.53
2012,1,CYRO MIRANDA,13524.72,,40256.17,33.6
2012,1,CÁSSIO CUNHA LIMA,1825.12,,40256.17,4.53
2012,1,CÍCERO LUCENA,35555.2,,40256.17,88.32
2012,1,DELCIDIO DO AMARAL,19084.17,,40256.17,47.41
2012,1,DEMÓSTENES TORRES,18904.84,GO,35507.06,53.24
2012,1,EDUARDO BRAGA,9135.39,,40256.17,22.69
2012,1,EDUARDO SUPLICY,7890.87,SP,37043.53,21.3
2012,1,EPITÁCIO CAFETEIRA,19974.28,MA,42151.69,47.39
2012,1,FERNANDO COLLOR,31204.32,,40256.17,77.51
2012,1,FLEXA RIBEIRO,28954.55,PA,42227.45,68.57
2012,1,FRANCISCO DORNELLES,29334.41,,40256.17,72.87
2012,1,HUMBERTO COSTA,28613.18,,40256.17,71.08
2012,1,INÁCIO ARRUDA,12036.41,,40256.17,29.9
2012,1,IVO CASSOL,9961.4,,40256.17,24.75
2012,1,IVONETE DANTAS,7694.55,,40256.17,19.11
2012,1,JADER BARBALHO,15400.0,PA,42227.45,36.47
2012,1,JARBAS VASCONCELOS,24174.95,,40256.17,60.05
2012,1,JAYME CAMPOS,4046.83,,40256.17,10.05
2012,1,JORGE VIANA,15239.54,,40256.17,37.86
2012,1,JOSÉ AGRIPINO,23567.42,,40256.17,58.54
2012,1,JOSÉ PIMENTEL,27021.59,,40256.17,67.12
2012,1,JOSÉ SARNEY,8200.0,AP,43374.78,18.9
2012,1,JOÃO CAPIBERIBE,19428.010000000002,,40256.17,48.26
2012,1,JOÃO DURVAL,24967.96,,40256.17,62.02
2012,1,JOÃO RIBEIRO,11969.1,TO,39503.61,30.3
2012,1,JOÃO VICENTE CLAUDINO,34389.97,,40256.17,85.43
2012,1,KÁTIA ABREU,19348.96,TO,39503.61,48.98
2012,1,LAURO ANTÔNIO,13126.91,,40256.17,32.61
2012,1,LINDBERGH FARIAS,13615.61,,40256.17,33.82
2012,1,LOBÃO FILHO,21855.75,,40256.17,54.29
2012,1,LUIZ HENRIQUE,12951.63,,40256.17,32.17
2012,1,LÍDICE DA MATA,29167.79,,40256.17,72.46
2012,1,LÚCIA VÂNIA,21045.2,GO,35507.06,59.27
2012,1,MAGNO MALTA,11532.3,ES,37423.91,30.82
2012,1,MARCELO CRIVELLA,7872.72,RJ,35759.97,22.02
2012,1,MARIA DO CARMO ALVES,6405.28,SE,40139.26,15.96
2012,1,MARTA SUPLICY,15189.15,,40256.17,37.73
2012,1,MOZARILDO CAVALCANTI,12028.54,RR,45612.53,26.37
2012,1,MÁRIO COUTO,18354.54,,40256.17,45.59
2012,1,PAULO BAUER,19970.18,,40256.17,49.61
2012,1,PAULO DAVIM,14796.99,,40256.17,36.76
2012,1,PAULO PAIM,9278.24,RS,40875.9,22.7
2012,1,PEDRO TAQUES,16971.35,,40256.17,42.16
2012,1,RANDOLFE RODRIGUES,12503.15,,40256.17,31.06
2012,1,RENAN CALHEIROS,15842.28,AL,40944.1,38.69
2012,1,RICARDO FERRAÇO,10863.76,,40256.17,26.99
2012,1,ROBERTO REQUIÃO,19447.16,PR,38871.86,50.03
2012,1,ROMERO JUCÁ,14380.78,RR,45612.53,31.53
2012,1,SÉRGIO PETECÃO,12733.3,,40256.17,31.63
2012,1,SÉRGIO SOUZA,11697.119999999999,,40256.17,29.06
2012,1,VALDIR RAUPP,23495.68,RO,43672.49,53.8
2012,1,VANESSA GRAZZIOTIN,9013.62,,40256.17,22.39
2012,1,VICENTINHO ALVES,24922.24,,40256.17,61.91
2012,1,VITAL DO RÊGO,29250.66,,40256.17,72.66
2012,1,WALDEMIR MOKA,14398.710000000001,,40256.17,35.77
2012,1,WALTER PINHEIRO,15106.53,,40256.17,37.53
2012,1,WELLINGTON DIAS,38827.8,,40256.17,96.45
2012,1,ZEZÉ PERRELLA,12460.67,,40256.17,30.95
2012,1,ÂNGELA PORTELA,40719.64,,40256.17,101.15
2012,2,ACIR GURGACZ,11868.17,,40256.17,29.48
2012,2,ALFREDO NASCIMENTO,15349.02,,40256.17,38.13
2012,2,ALOYSIO NUNES FERREIRA,18895.09,,40256.17,46.94
2012,2,ALVARO DIAS,5033.83,PR,38871.86,12.95
2012,2,ANA AMÉLIA,11031.73,,40256.17,27.4
2012,2,ANA RITA,21191.55,,40256.17,52.64
2012,2,ANTONIO RUSSO,25742.6,,40256.17,63.95
2012,2,ANTÔNIO CARLOS VALADARES,20297.49,SE,40139.26,50.57
2012,2,ANÍBAL DINIZ,28328.12,,40256.17,70.37
2012,2,ARMANDO MONTEIRO,19201.08,,40256.17,47.7
2012,2,AÉCIO NEVES,21871.690000000002,,40256.17,54.33
2012,2,BENEDITO DE LIRA,8220.51,,40256.17,20.42
2012,2,BLAIRO MAGGI,13664.050000000001,MT,39428.03,34.66
2012,2,CASILDO MALDANER,27702.81,SC,39877.78,69.47
2012,2,CIRO NOGUEIRA,46781.61,,40256.17,116.21
2012,2,CLÉSIO ANDRADE,19547.04,,40256.17,48.56
2012,2,CLÓVIS FECURY,37224.92,,40256.17,92.47
2012,2,CYRO MIRANDA,13261.039999999999,,40256.17,32.94
2012,2,CÁSSIO CUNHA LIMA,7518.84,,40256.17,18.68
2012,2,CÍCERO LUCENA,33604.82,,40256.17,83.48
2012,2,DELCIDIO DO AMARAL,25061.84,,40256.17,62.26
2012,2,DEMÓSTENES TORRES,21927.9,GO,35507.06,61.76
2012,2,EDUARDO BRAGA,22535.85,,40256.17,55.98
2012,2,EDUARDO SUPLICY,13343.23,SP,37043.53,36.02
2012,2,EPITÁCIO CAFETEIRA,20443.79,MA,42151.69,48.5
2012,2,FERNANDO COLLOR,38843.8,,40256.17,96.49
2012,2,FLEXA RIBEIRO,46365.409999999996,PA,42227.45,109.8
2012,2,FRANCISCO DORNELLES,31432.8,,40256.17,78.08
2012,2,GIM ARGELLO,1521.66,,40256.17,3.78
2012,2,HUMBERTO COSTA,30253.41,,40256.17,75.15
2012,2,INÁCIO ARRUDA,19275.47,,40256.17,47.88
2012,2,IVO CASSOL,45756.05,,40256.17,113.66
2012,2,IVONETE DANTAS,12991.18,,40256.17,32.27
2012,2,JADER BARBALHO,23180.44,PA,42227.45,54.89
2012,2,JARBAS VASCONCELOS,30478.010000000002,,40256.17,75.71
2012,2,JAYME CAMPOS,11312.210000000001,,40256.17,28.1
2012,2,JORGE VIANA,15789.779999999999,,40256.17,39.22
2012,2,JOSÉ AGRIPINO,19771.5,,40256.17,49.11
2012,2,JOSÉ PIMENTEL,32670.18,,40256.17,81.16
2012,2,JOSÉ SARNEY,6128.0,AP,43374.78,14.13
2012,2,JOÃO CAPIBERIBE,27680.27,,40256.17,68.76
2012,2,JOÃO DURVAL,27077.08,,40256.17,67.26
2012,2,JOÃO RIBEIRO,26898.74,TO,39503.61,68.09
2012,2,JOÃO VICENTE CLAUDINO,34242.41,,40256.17,85.06
2012,2,KÁTIA ABREU,18149.21,TO,39503.61,45.94
2012,2,LAURO ANTÔNIO,16602.86,,40256.17,41.24
2012,2,LINDBERGH FARIAS,24448.25,,40256.17,60.73
2012,2,LOBÃO FILHO,15270.21,,40256.17,37.93
2012,2,LUIZ HENRIQUE,23650.4,,40256.17,58.75
2012,2,LÍDICE DA MATA,27147.36,,40256.17,67.44
2012,2,LÚCIA VÂNIA,20698.640000000003,GO,35507.06,58.29
2012,2,MAGNO MALTA,23594.1,ES,37423.91,63.05
2012,2,MARCELO CRIVELLA,15657.18,RJ,35759.97,43.78
2012,2,MARIA DO CARMO ALVES,7832.3099999999995,SE,40139.26,19.51
2012,2,MARTA SUPLICY,21035.23,,40256.17,52.25
2012,2,MOZARILDO CAVALCANTI,23489.31,RR,45612.53,51.5
2012,2,MÁRIO COUTO,29979.84,,40256.17,74.47
2012,2,PAULO BAUER,36838.63,,40256.17,91.51
2012,2,PAULO DAVIM,15034.48,,40256.17,37.35
2012,2,PAULO PAIM,26387.12,RS,40875.9,64.55
2012,2,PEDRO SIMON,2926.21,RS,40875.9,7.16
2012,2,PEDRO TAQUES,19476.65,,40256.17,48.38
2012,2,RANDOLFE RODRIGUES,30561.13,,40256.17,75.92
2012,2,RENAN CALHEIROS,26767.45,AL,40944.1,65.38
2012,2,RICARDO FERRAÇO,19103.26,,40256.17,47.45
2012,2,ROBERTO REQUIÃO,10286.75,PR,38871.86,26.46
2012,2,ROMERO JUCÁ,33503.86,RR,45612.53,73.45
2012,2,SÉRGIO PETECÃO,16051.359999999999,,40256.17,39.87
2012,2,SÉRGIO SOUZA,19463.05,,40256.17,48.35
2012,2,VALDIR RAUPP,28458.09,RO,43672.49,65.16
2012,2,VANESSA GRAZZIOTIN,43621.31,,40256.17,108.36
2012,2,VICENTINHO ALVES,25174.78,,40256.17,62.54
2012,2,VITAL DO RÊGO,29538.8,,40256.17,73.38
2012,2,WALDEMIR MOKA,30494.5,,40256.17,75.75
2012,2,WALTER PINHEIRO,23002.64,,40256.17,57.14
2012,2,WELLINGTON DIAS,28148.81,,40256.17,69.92
2012,2,ZEZÉ PERRELLA,16048.720000000001,,40256.17,39.87
2012,2,ÂNGELA PORTELA,40714.54,,40256.17,101.14
2012,3,ACIR GURGACZ,71271.70999999999,,40256.17,177.05
2012,3,ALFREDO NASCIMENTO,19166.36,,40256.17,47.61
2012,3,ALOYSIO NUNES FERREIRA,23450.45,,40256.17,58.25
2012,3,ALVARO DIAS,7235.219999999999,PR,38871.86,18.61
2012,3,ANA AMÉLIA,14454.04,,40256.17,35.91
2012,3,ANA RITA,30300.170000000002,,40256.17,75.27
2012,3,ANTONIO RUSSO,24041.4,,40256.17,59.72
2012,3,ANTÔNIO CARLOS VALADARES,20768.04,SE,40139.26,51.74
2012,3,ANÍBAL DINIZ,32644.6,,40256.17,81.09
2012,3,ARMANDO MONTEIRO,22166.85,,40256.17,55.06
2012,3,AÉCIO NEVES,20559.39,,40256.17,51.07
2012,3,BENEDITO DE LIRA,14140.58,,40256.17,35.13
2012,3,BLAIRO MAGGI,22277.69,MT,39428.03,56.5
2012,3,CASILDO MALDANER,25984.0,SC,39877.78,65.16
2012,3,CIRO NOGUEIRA,38834.45,,40256.17,96.47
2012,3,CLÉSIO ANDRADE,17946.91,,40256.17,44.58
2012,3,CLÓVIS FECURY,18165.25,,40256.17,45.12
2012,3,CYRO MIRANDA,16472.57,,40256.17,40.92
2012,3,CÁSSIO CUNHA LIMA,47778.01,,40256.17,118.68
2012,3,CÍCERO LUCENA,37206.75,,40256.17,92.42
2012,3,DELCIDIO DO AMARAL,24737.96,,40256.17,61.45
2012,3,DEMÓSTENES TORRES,20899.07,GO,35507.06,58.86
2012,3,EDUARDO BRAGA,32385.22,,40256.17,80.45
2012,3,EDUARDO LOPES,6997.5,,40256.17,17.38
2012,3,EDUARDO SUPLICY,11820.08,SP,37043.53,31.91
2012,3,EPITÁCIO CAFETEIRA,19789.440000000002,MA,42151.69,46.95
2012,3,FERNANDO COLLOR,35051.46,,40256.17,87.07
2012,3,FLEXA RIBEIRO,24650.41,PA,42227.45,58.38
2012,3,FRANCISCO DORNELLES,34681.39,,40256.17,86.15
2012,3,GIM ARGELLO,1427.89,,40256.17,3.55
2012,3,HUMBERTO COSTA,35043.3,,40256.17,87.05
2012,3,INÁCIO ARRUDA,38557.41,,40256.17,95.78
2012,3,IVO CASSOL,48047.45,,40256.17,119.35
2012,3,IVONETE DANTAS,12119.14,,40256.17,30.11
2012,3,JADER BARBALHO,28013.37,PA,42227.45,66.34
2012,3,JARBAS VASCONCELOS,31755.46,,40256.17,78.88
2012,3,JAYME CAMPOS,15768.33,,40256.17,39.17
2012,3,JORGE VIANA,27421.47,,40256.17,68.12
2012,3,JOSÉ AGRIPINO,24046.34,,40256.17,59.73
2012,3,JOSÉ PIMENTEL,35026.03,,40256.17,87.01
2012,3,JOSÉ SARNEY,8500.0,AP,43374.78,19.6
2012,3,JOÃO CAPIBERIBE,29241.19,,40256.17,72.64
2012,3,JOÃO DURVAL,22826.11,,40256.17,56.7
2012,3,JOÃO RIBEIRO,36777.76,TO,39503.61,93.1
2012,3,JOÃO VICENTE CLAUDINO,33932.66,,40256.17,84.29
2012,3,KÁTIA ABREU,27082.12,TO,39503.61,68.56
2012,3,LAURO ANTÔNIO,36863.57,,40256.17,91.57
2012,3,LINDBERGH FARIAS,40012.159999999996,,40256.17,99.39
2012,3,LOBÃO FILHO,17209.29,,40256.17,42.75
2012,3,LUIZ HENRIQUE,24408.71,,40256.17,60.63
2012,3,LÍDICE DA MATA,30530.079999999998,,40256.17,75.84
2012,3,LÚCIA VÂNIA,21091.72,GO,35507.06,59.4
2012,3,MAGNO MALTA,29938.39,ES,37423.91,80.0
2012,3,MARIA DO CARMO ALVES,10664.02,SE,40139.26,26.57
2012,3,MARTA SUPLICY,21316.15,,40256.17,52.95
2012,3,MOZARILDO CAVALCANTI,43881.44,RR,45612.53,96.2
2012,3,MÁRIO COUTO,33291.92,,40256.17,82.7
2012,3,PAULO BAUER,32199.58,,40256.17,79.99
2012,3,PAULO DAVIM,25975.760000000002,,40256.17,64.53
2012,3,PAULO PAIM,24922.2,RS,40875.9,60.97
2012,3,PEDRO SIMON,6474.14,RS,40875.9,15.84
2012,3,PEDRO TAQUES,19521.01,,40256.17,48.49
2012,3,RANDOLFE RODRIGUES,26543.09,,40256.17,65.94
2012,3,RENAN CALHEIROS,31741.41,AL,40944.1,77.52
2012,3,RICARDO FERRAÇO,22981.55,,40256.17,57.09
2012,3,ROBERTO REQUIÃO,22040.36,PR,38871.86,56.7
2012,3,ROMERO JUCÁ,47099.92,RR,45612.53,103.26
2012,3,SÉRGIO PETECÃO,45083.86,,40256.17,111.99
2012,3,SÉRGIO SOUZA,22086.34,,40256.17,54.86
2012,3,VALDIR RAUPP,51891.83,RO,43672.49,118.82
2012,3,VANESSA GRAZZIOTIN,51712.92,,40256.17,128.46
2012,3,VICENTINHO ALVES,25548.58,,40256.17,63.47
2012,3,VITAL DO RÊGO,40518.24,,40256.17,100.65
2012,3,WALDEMIR MOKA,32201.41,,40256.17,79.99
2012,3,WALTER PINHEIRO,22653.78,,40256.17,56.27
2012,3,WELLINGTON DIAS,33620.69,,40256.17,83.52
2012,3,ZEZÉ PERRELLA,25684.56,,40256.17,63.8
2012,3,ÂNGELA PORTELA,40675.99,,40256.17,101.04
2012,4,ACIR GURGACZ,29948.07,,40256.17,74.39
2012,4,ALFREDO NASCIMENTO,17361.2,,40256.17,43.13
2012,4,ALOYSIO NUNES FERREIRA,22462.63,,40256.17,55.8
2012,4,ALVARO DIAS,11399.23,PR,38871.86,29.33
2012,4,ANA AMÉLIA,14045.57,,40256.17,34.89
2012,4,ANA RITA,30129.55,,40256.17,74.84
2012,4,ANTONIO RUSSO,28293.98,,40256.17,70.28
2012,4,ANTÔNIO CARLOS VALADARES,18187.6,SE,40139.26,45.31
2012,4,ANÍBAL DINIZ,32472.27,,40256.17,80.66
2012,4,ARMANDO MONTEIRO,19009.420000000002,,40256.17,47.22
2012,4,AÉCIO NEVES,23943.420000000002,,40256.17,59.48
2012,4,BENEDITO DE LIRA,16070.78,,40256.17,39.92
2012,4,BLAIRO MAGGI,24222.63,MT,39428.03,61.44
2012,4,CASILDO MALDANER,20122.94,SC,39877.78,50.46
2012,4,CIRO NOGUEIRA,38170.07,,40256.17,94.82
2012,4,CLÉSIO ANDRADE,10244.56,,40256.17,25.45
2012,4,CLÓVIS FECURY,24729.02,,40256.17,61.43
2012,4,CYRO MIRANDA,13324.45,,40256.17,33.1
2012,4,CÁSSIO CUNHA LIMA,11521.5,,40256.17,28.62
2012,4,CÍCERO LUCENA,35263.15,,40256.17,87.6
2012,4,DELCIDIO DO AMARAL,27790.61,,40256.17,69.03
2012,4,DEMÓSTENES TORRES,15119.85,GO,35507.06,42.58
2012,4,EDUARDO AMORIM,22395.06,,40256.17,55.63
2012,4,EDUARDO BRAGA,44448.59,,40256.17,110.41
2012,4,EDUARDO LOPES,31821.93,,40256.17,79.05
2012,4,EDUARDO SUPLICY,10415.91,SP,37043.53,28.12
2012,4,EPITÁCIO CAFETEIRA,20144.79,MA,42151.69,47.79
2012,4,FERNANDO COLLOR,35125.22,,40256.17,87.25
2012,4,FLEXA RIBEIRO,23063.96,PA,42227.45,54.62
2012,4,FRANCISCO DORNELLES,31738.33,,40256.17,78.84
2012,4,GARIBALDI ALVES,18322.67,,40256.17,45.52
2012,4,GIM ARGELLO,21130.14,,40256.17,52.49
2012,4,HUMBERTO COSTA,33614.17,,40256.17,83.5
2012,4,INÁCIO ARRUDA,44560.47,,40256.17,110.69
2012,4,IVO CASSOL,25832.97,,40256.17,64.17
2012,4,IVONETE DANTAS,2490.1,,40256.17,6.19
2012,4,JADER BARBALHO,29914.71,PA,42227.45,70.84
2012,4,JARBAS VASCONCELOS,23990.52,,40256.17,59.59
2012,4,JAYME CAMPOS,15457.32,,40256.17,38.4
2012,4,JORGE VIANA,25791.32,,40256.17,64.07
2012,4,JOSÉ AGRIPINO,22997.81,,40256.17,57.13
2012,4,JOSÉ PIMENTEL,31902.28,,40256.17,79.25
2012,4,JOSÉ SARNEY,8225.0,AP,43374.78,18.96
2012,4,JOÃO CAPIBERIBE,24691.77,,40256.17,61.34
2012,4,JOÃO DURVAL,24542.23,,40256.17,60.97
2012,4,JOÃO RIBEIRO,11999.800000000001,TO,39503.61,30.38
2012,4,JOÃO VICENTE CLAUDINO,32506.76,,40256.17,80.75
2012,4,KÁTIA ABREU,16515.16,TO,39503.61,41.81
2012,4,LAURO ANTÔNIO,3320.07,,40256.17,8.25
2012,4,LINDBERGH FARIAS,41975.65,,40256.17,104.27
2012,4,LOBÃO FILHO,15488.67,,40256.17,38.48
2012,4,LUIZ HENRIQUE,21892.84,,40256.17,54.38
2012,4,LÍDICE DA MATA,33949.46,,40256.17,84.33
2012,4,LÚCIA VÂNIA,8386.220000000001,GO,35507.06,23.62
2012,4,MAGNO MALTA,32491.23,ES,37423.91,86.82
2012,4,MARIA DO CARMO ALVES,10942.77,SE,40139.26,27.26
2012,4,MARTA SUPLICY,20001.85,,40256.17,49.69
2012,4,MOZARILDO CAVALCANTI,48939.03,RR,45612.53,107.29
2012,4,MÁRIO COUTO,52773.23,,40256.17,131.09
2012,4,PAULO BAUER,38003.01,,40256.17,94.4
2012,4,PAULO DAVIM,18663.06,,40256.17,46.36
2012,4,PAULO PAIM,18545.54,RS,40875.9,45.37
2012,4,PEDRO SIMON,2000.2799999999997,RS,40875.9,4.89
2012,4,PEDRO TAQUES,19126.67,,40256.17,47.51
2012,4,RANDOLFE RODRIGUES,37404.42,,40256.17,92.92
2012,4,RENAN CALHEIROS,31833.45,AL,40944.1,77.75
2012,4,RICARDO FERRAÇO,15841.4,,40256.17,39.35
2012,4,ROBERTO REQUIÃO,20102.44,PR,38871.86,51.71
2012,4,ROMERO JUCÁ,48764.89,RR,45612.53,106.91
2012,4,SÉRGIO PETECÃO,15647.44,,40256.17,38.87
2012,4,SÉRGIO SOUZA,22076.0,,40256.17,54.84
2012,4,VALDIR RAUPP,33833.06,RO,43672.49,77.47
2012,4,VANESSA GRAZZIOTIN,25366.12,,40256.17,63.01
2012,4,VICENTINHO ALVES,25215.199999999997,,40256.17,62.64
2012,4,VITAL DO RÊGO,26775.35,,40256.17,66.51
2012,4,WALDEMIR MOKA,36039.1,,40256.17,89.52
2012,4,WALTER PINHEIRO,21667.23,,40256.17,53.82
2012,4,WELLINGTON DIAS,17999.5,,40256.17,44.71
2012,4,ZEZÉ PERRELLA,27827.12,,40256.17,69.13
2012,4,ÂNGELA PORTELA,40715.51,,40256.17,101.14
2012,5,ACIR GURGACZ,28459.7,,40256.17,70.7
2012,5,ALFREDO NASCIMENTO,19714.55,,40256.17,48.97
2012,5,ALOYSIO NUNES FERREIRA,20985.07,,40256.17,52.13
2012,5,ALVARO DIAS,5685.75,PR,38871.86,14.63
2012,5,ANA AMÉLIA,13048.51,,40256.17,32.41
2012,5,ANA RITA,28543.7,,40256.17,70.91
2012,5,ANTONIO RUSSO,22021.760000000002,,40256.17,54.7
2012,5,ANTÔNIO CARLOS VALADARES,19686.92,SE,40139.26,49.05
2012,5,ANÍBAL DINIZ,27891.92,,40256.17,69.29
2012,5,ARMANDO MONTEIRO,35576.89,,40256.17,88.38
2012,5,AÉCIO NEVES,22601.14,,40256.17,56.14
2012,5,BENEDITO DE LIRA,15534.18,,40256.17,38.59
2012,5,BLAIRO MAGGI,23834.23,MT,39428.03,60.45
2012,5,CASILDO MALDANER,24596.97,SC,39877.78,61.68
2012,5,CIRO NOGUEIRA,37884.82,,40256.17,94.11
2012,5,CLÉSIO ANDRADE,8569.73,,40256.17,21.29
2012,5,CLÓVIS FECURY,13131.88,,40256.17,32.62
2012,5,CYRO MIRANDA,14952.43,,40256.17,37.14
2012,5,CÁSSIO CUNHA LIMA,17910.46,,40256.17,44.49
2012,5,CÍCERO LUCENA,26521.28,,40256.17,65.88
2012,5,DELCIDIO DO AMARAL,30202.03,,40256.17,75.02
2012,5,DEMÓSTENES TORRES,11599.710000000001,GO,35507.06,32.67
2012,5,EDUARDO AMORIM,26796.41,,40256.17,66.56
2012,5,EDUARDO BRAGA,37410.65,,40256.17,92.93
2012,5,EDUARDO LOPES,25380.12,,40256.17,63.05
2012,5,EDUARDO SUPLICY,10828.6,SP,37043.53,29.23
2012,5,EPITÁCIO CAFETEIRA,12898.1,MA,42151.69,30.6
2012,5,FERNANDO COLLOR,34767.62,,40256.17,86.37
2012,5,FLEXA RIBEIRO,19447.41,PA,42227.45,46.05
2012,5,FRANCISCO DORNELLES,31894.07,,40256.17,79.23
2012,5,GARIBALDI ALVES,19508.94,,40256.17,48.46
2012,5,GIM ARGELLO,61568.5,,40256.17,152.94
2012,5,HUMBERTO COSTA,40569.86,,40256.17,100.78
2012,5,INÁCIO ARRUDA,31357.36,,40256.17,77.89
2012,5,IVO CASSOL,43470.02,,40256.17,107.98
2012,5,JADER BARBALHO,25019.42,PA,42227.45,59.25
2012,5,JARBAS VASCONCELOS,28860.22,,40256.17,71.69
2012,5,JAYME CAMPOS,15909.800000000001,,40256.17,39.52
2012,5,JORGE VIANA,30177.53,,40256.17,74.96
2012,5,JOSÉ AGRIPINO,25842.94,,40256.17,64.2
2012,5,JOSÉ PIMENTEL,31036.06,,40256.17,77.1
2012,5,JOSÉ SARNEY,7649.0,AP,43374.78,17.63
2012,5,JOÃO CAPIBERIBE,33258.28,,40256.17,82.62
2012,5,JOÃO DURVAL,24954.38,,40256.17,61.99
2012,5,JOÃO RIBEIRO,9657.64,TO,39503.61,24.45
2012,5,JOÃO VICENTE CLAUDINO,39635.06,,40256.17,98.46
2012,5,KÁTIA ABREU,17602.6,TO,39503.61,44.56
2012,5,LINDBERGH FARIAS,32978.85,,40256.17,81.92
2012,5,LOBÃO FILHO,19761.28,,40256.17,49.09
2012,5,LUIZ HENRIQUE,35228.57,,40256.17,87.51
2012,5,LÍDICE DA MATA,29261.12,,40256.17,72.69
2012,5,LÚCIA VÂNIA,33380.630000000005,GO,35507.06,94.01
2012,5,MAGNO MALTA,37324.21,ES,37423.91,99.73
2012,5,MARIA DO CARMO ALVES,5941.1,SE,40139.26,14.8
2012,5,MARTA SUPLICY,25368.39,,40256.17,63.02
2012,5,MOZARILDO CAVALCANTI,52166.69,RR,45612.53,114.37
2012,5,MÁRIO COUTO,55596.9,,40256.17,138.11
2012,5,PAULO BAUER,24808.8,,40256.17,61.63
2012,5,PAULO DAVIM,17193.71,,40256.17,42.71
2012,5,PAULO PAIM,20394.100000000002,RS,40875.9,49.89
2012,5,PEDRO SIMON,5187.76,RS,40875.9,12.69
2012,5,PEDRO TAQUES,21285.21,,40256.17,52.87
2012,5,RANDOLFE RODRIGUES,33357.95,,40256.17,82.86
2012,5,RENAN CALHEIROS,29138.59,AL,40944.1,71.17
2012,5,RICARDO FERRAÇO,21565.85,,40256.17,53.57
2012,5,ROBERTO REQUIÃO,14716.15,PR,38871.86,37.86
2012,5,ROMERO JUCÁ,41566.57,RR,45612.53,91.13
2012,5,SÉRGIO PETECÃO,50093.16,,40256.17,124.44
2012,5,SÉRGIO SOUZA,27143.78,,40256.17,67.43
2012,5,VALDIR RAUPP,35397.340000000004,RO,43672.49,81.05
2012,5,VANESSA GRAZZIOTIN,23730.760000000002,,40256.17,58.95
2012,5,VICENTINHO ALVES,25215.2,,40256.17,62.64
2012,5,VITAL DO RÊGO,24070.420000000002,,40256.17,59.79
2012,5,WALDEMIR MOKA,20177.31,,40256.17,50.12
2012,5,WALTER PINHEIRO,22753.81,,40256.17,56.52
2012,5,WELLINGTON DIAS,31691.42,,40256.17,78.72
2012,5,ZEZÉ PERRELLA,15885.86,,40256.17,39.46
2012,5,ÂNGELA PORTELA,40707.42,,40256.17,101.12
2012,6,ACIR GURGACZ,45218.6,,40256.17,112.33
2012,6,ALFREDO NASCIMENTO,13863.24,,40256.17,34.44
2012,6,ALOYSIO NUNES FERREIRA,28718.52,,40256.17,71.34
2012,6,ALVARO DIAS,8678.53,PR,38871.86,22.33
2012,6,ANA AMÉLIA,8554.98,,40256.17,21.25
2012,6,ANA RITA,25376.21,,40256.17,63.04
2012,6,ANTONIO RUSSO,23356.09,,40256.17,58.02
