ANO,MES,SENADOR,VALOR_REEMBOLSADO,UF,QUOTA,PERCENTAGE
2015,10,FÁTIMA BEZERRA,28937.03,,40256.17,71.88
2015,10,GARIBALDI ALVES FILHO,18979.65,RN,42731.99,44.42
2015,10,GLADSON CAMELI,20778.71,,40256.17,51.62
2015,10,GLEISI HOFFMANN,15855.119999999999,,40256.17,39.39
2015,10,HUMBERTO COSTA,30084.420000000002,,40256.17,74.73
2015,10,HÉLIO JOSÉ,5784.15,,40256.17,14.37
2015,10,IVO CASSOL,27484.18,,40256.17,68.27
2015,10,JADER BARBALHO,20145.1,PA,42227.45,47.71
2015,10,JORGE VIANA,29919.239999999998,,40256.17,74.32
2015,10,JOSÉ AGRIPINO,21578.08,,40256.17,53.6
2015,10,JOSÉ MARANHÃO,22809.73,,40256.17,56.66
2015,10,JOSÉ MEDEIROS,32497.91,,40256.17,80.73
2015,10,JOSÉ PIMENTEL,36861.34,,40256.17,91.57
2015,10,JOSÉ SERRA,48385.46,SP,37043.53,130.62
2015,10,JOÃO ALBERTO SOUZA,19032.63,MA,42151.69,45.15
2015,10,JOÃO CAPIBERIBE,55830.19,,40256.17,138.69
2015,10,LASIER MARTINS,20057.079999999998,,40256.17,49.82
2015,10,LINDBERGH FARIAS,38213.96,,40256.17,94.93
2015,10,LÍDICE DA MATA,27057.71,,40256.17,67.21
2015,10,LÚCIA VÂNIA,13952.37,GO,35507.06,39.29
2015,10,MAGNO MALTA,30702.670000000002,ES,37423.91,82.04
2015,10,MARCELO CRIVELLA,39716.51,RJ,35759.97,111.06
2015,10,MARIA DO CARMO ALVES,7143.6,SE,40139.26,17.8
2015,10,MARTA SUPLICY,20160.46,,40256.17,50.08
2015,10,OMAR AZIZ,37490.54,,40256.17,93.13
2015,10,OTTO ALENCAR,18969.59,,40256.17,47.12
2015,10,PAULO BAUER,41645.78,,40256.17,103.45
2015,10,PAULO PAIM,23187.28,RS,40875.9,56.73
2015,10,PAULO ROCHA,30979.46,,40256.17,76.96
2015,10,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2015,10,RANDOLFE RODRIGUES,11226.45,,40256.17,27.89
2015,10,REGINA SOUSA,30696.64,,40256.17,76.25
2015,10,RENAN CALHEIROS,3289.1700000000005,AL,40944.1,8.03
2015,10,RICARDO FERRAÇO,16878.41,,40256.17,41.93
2015,10,ROBERTO REQUIÃO,24675.0,PR,38871.86,63.48
2015,10,ROBERTO ROCHA,33014.35,,40256.17,82.01
2015,10,ROMERO JUCÁ,25141.64,RR,45612.53,55.12
2015,10,ROMÁRIO,61064.47,,40256.17,151.69
2015,10,RONALDO CAIADO,16138.48,,40256.17,40.09
2015,10,ROSE DE FREITAS,21765.17,,40256.17,54.07
2015,10,SANDRA BRAGA,36372.14,,40256.17,90.35
2015,10,SIMONE TEBET,13772.94,,40256.17,34.21
2015,10,SÉRGIO PETECÃO,25908.37,,40256.17,64.36
2015,10,TASSO JEREISSATI,13100.0,CE,42451.77,30.86
2015,10,TELMÁRIO MOTA,69451.3,,40256.17,172.52
2015,10,VALDIR RAUPP,37485.45,RO,43672.49,85.83
2015,10,VANESSA GRAZZIOTIN,39806.4,,40256.17,98.88
2015,10,VICENTINHO ALVES,25727.32,,40256.17,63.91
2015,10,WALDEMIR MOKA,22806.77,,40256.17,56.65
2015,10,WALTER PINHEIRO,14716.59,,40256.17,36.56
2015,10,WELLINGTON FAGUNDES,23079.76,,40256.17,57.33
2015,10,WILDER MORAIS,22253.17,,40256.17,55.28
2015,10,ZEZÉ PERRELLA,34321.090000000004,,40256.17,85.26
2015,10,ÂNGELA PORTELA,34349.0,,40256.17,85.33
2015,11,ACIR GURGACZ,34525.409999999996,,40256.17,85.76
2015,11,ALOYSIO NUNES FERREIRA,29226.34,,40256.17,72.6
2015,11,ALVARO DIAS,7672.6,PR,38871.86,19.74
2015,11,ANA AMÉLIA,12829.9,,40256.17,31.87
2015,11,ANTONIO ANASTASIA,27585.98,,40256.17,68.53
2015,11,ANTÔNIO CARLOS VALADARES,30761.41,SE,40139.26,76.64
2015,11,ATAÍDES OLIVEIRA,10389.72,,40256.17,25.81
2015,11,AÉCIO NEVES,22333.29,,40256.17,55.48
2015,11,BENEDITO DE LIRA,15840.130000000001,,40256.17,39.35
2015,11,BLAIRO MAGGI,22071.11,MT,39428.03,55.98
2015,11,CIRO NOGUEIRA,41214.29,,40256.17,102.38
2015,11,CÁSSIO CUNHA LIMA,42637.25,,40256.17,105.91
2015,11,DALIRIO BEBER,22085.22,,40256.17,54.86
2015,11,DAVI ALCOLUMBRE,30057.84,,40256.17,74.67
2015,11,DELCIDIO DO AMARAL,15135.68,,40256.17,37.6
2015,11,DONIZETI NOGUEIRA,19218.23,,40256.17,47.74
2015,11,DOUGLAS CINTRA,36382.35,,40256.17,90.38
2015,11,DÁRIO BERGER,19242.86,,40256.17,47.8
2015,11,EDISON LOBÃO,12218.8,MA,42151.69,28.99
2015,11,EDUARDO AMORIM,30272.8,,40256.17,75.2
2015,11,ELMANO FÉRRER,43383.99,,40256.17,107.77
2015,11,FERNANDO BEZERRA COELHO,38057.840000000004,,40256.17,94.54
2015,11,FERNANDO COLLOR,26387.42,,40256.17,65.55
2015,11,FLEXA RIBEIRO,31165.27,PA,42227.45,73.8
2015,11,FÁTIMA BEZERRA,24036.23,,40256.17,59.71
2015,11,GARIBALDI ALVES FILHO,25540.71,RN,42731.99,59.77
2015,11,GLADSON CAMELI,33078.86,,40256.17,82.17
2015,11,GLEISI HOFFMANN,34880.75,,40256.17,86.65
2015,11,HUMBERTO COSTA,33037.59,,40256.17,82.07
2015,11,HÉLIO JOSÉ,5412.24,,40256.17,13.44
2015,11,IVO CASSOL,35495.75,,40256.17,88.17
2015,11,JADER BARBALHO,26352.4,PA,42227.45,62.41
2015,11,JORGE VIANA,25749.52,,40256.17,63.96
2015,11,JOSÉ AGRIPINO,19936.83,,40256.17,49.52
2015,11,JOSÉ MARANHÃO,17125.97,,40256.17,42.54
2015,11,JOSÉ MEDEIROS,36354.41,,40256.17,90.31
2015,11,JOSÉ PIMENTEL,31088.71,,40256.17,77.23
2015,11,JOSÉ SERRA,38329.81,SP,37043.53,103.47
2015,11,JOÃO ALBERTO SOUZA,19554.82,MA,42151.69,46.39
2015,11,JOÃO CAPIBERIBE,50192.74,,40256.17,124.68
2015,11,LASIER MARTINS,19899.829999999998,,40256.17,49.43
2015,11,LINDBERGH FARIAS,1556.69,,40256.17,3.87
2015,11,LÍDICE DA MATA,28827.51,,40256.17,71.61
2015,11,LÚCIA VÂNIA,11603.47,GO,35507.06,32.68
2015,11,MAGNO MALTA,36313.55,ES,37423.91,97.03
2015,11,MARCELO CRIVELLA,15973.06,RJ,35759.97,44.67
2015,11,MARTA SUPLICY,30558.440000000002,,40256.17,75.91
2015,11,OMAR AZIZ,35367.88,,40256.17,87.86
2015,11,OTTO ALENCAR,14514.869999999999,,40256.17,36.06
2015,11,PAULO BAUER,38225.75,,40256.17,94.96
2015,11,PAULO PAIM,30670.6,RS,40875.9,75.03
2015,11,PAULO ROCHA,49319.22,,40256.17,122.51
2015,11,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2015,11,RANDOLFE RODRIGUES,24597.22,,40256.17,61.1
2015,11,REGINA SOUSA,28104.99,,40256.17,69.82
2015,11,RENAN CALHEIROS,3317.21,AL,40944.1,8.1
2015,11,RICARDO FERRAÇO,24332.6,,40256.17,60.44
2015,11,RICARDO FRANCO,6356.45,,40256.17,15.79
2015,11,ROBERTO REQUIÃO,38014.9,PR,38871.86,97.8
2015,11,ROBERTO ROCHA,34991.8,,40256.17,86.92
2015,11,ROMERO JUCÁ,40778.090000000004,RR,45612.53,89.4
2015,11,ROMÁRIO,47530.79,,40256.17,118.07
2015,11,RONALDO CAIADO,21559.13,,40256.17,53.55
2015,11,ROSE DE FREITAS,39071.93,,40256.17,97.06
2015,11,SANDRA BRAGA,32086.95,,40256.17,79.71
2015,11,SIMONE TEBET,15615.42,,40256.17,38.79
2015,11,SÉRGIO PETECÃO,5443.23,,40256.17,13.52
2015,11,TASSO JEREISSATI,14508.46,CE,42451.77,34.18
2015,11,TELMÁRIO MOTA,50986.73,,40256.17,126.66
2015,11,VALDIR RAUPP,28062.83,RO,43672.49,64.26
2015,11,VANESSA GRAZZIOTIN,43238.11,,40256.17,107.41
2015,11,VICENTINHO ALVES,25417.65,,40256.17,63.14
2015,11,WALDEMIR MOKA,26493.73,,40256.17,65.81
2015,11,WALTER PINHEIRO,14243.3,,40256.17,35.38
2015,11,WELLINGTON FAGUNDES,24291.19,,40256.17,60.34
2015,11,WILDER MORAIS,24470.879999999997,,40256.17,60.79
2015,11,ZEZÉ PERRELLA,31380.38,,40256.17,77.95
2015,11,ÂNGELA PORTELA,45311.86,,40256.17,112.56
2015,12,ACIR GURGACZ,34579.93,,40256.17,85.9
2015,12,ALOYSIO NUNES FERREIRA,17368.35,,40256.17,43.14
2015,12,ALVARO DIAS,6887.4,PR,38871.86,17.72
2015,12,ANA AMÉLIA,14836.57,,40256.17,36.86
2015,12,ANTONIO ANASTASIA,24245.03,,40256.17,60.23
2015,12,ANTÔNIO CARLOS VALADARES,27683.74,SE,40139.26,68.97
2015,12,ATAÍDES OLIVEIRA,55332.93,,40256.17,137.45
2015,12,AÉCIO NEVES,23090.05,,40256.17,57.36
2015,12,BENEDITO DE LIRA,17132.14,,40256.17,42.56
2015,12,BLAIRO MAGGI,21342.96,MT,39428.03,54.13
2015,12,CIRO NOGUEIRA,42522.909999999996,,40256.17,105.63
2015,12,CRISTOVAM BUARQUE,3800.0,DF,30788.66,12.34
2015,12,CÁSSIO CUNHA LIMA,18913.27,,40256.17,46.98
2015,12,DALIRIO BEBER,23043.85,,40256.17,57.24
2015,12,DAVI ALCOLUMBRE,28312.370000000003,,40256.17,70.33
2015,12,DONIZETI NOGUEIRA,5536.9,,40256.17,13.75
2015,12,DOUGLAS CINTRA,21977.83,,40256.17,54.59
2015,12,DÁRIO BERGER,18894.28,,40256.17,46.94
2015,12,EDISON LOBÃO,12289.2,MA,42151.69,29.15
2015,12,EDUARDO AMORIM,22731.86,,40256.17,56.47
2015,12,ELMANO FÉRRER,54516.42,,40256.17,135.42
2015,12,FERNANDO BEZERRA COELHO,31448.29,,40256.17,78.12
2015,12,FERNANDO COLLOR,13778.78,,40256.17,34.23
2015,12,FLEXA RIBEIRO,28991.81,PA,42227.45,68.66
2015,12,FÁTIMA BEZERRA,25608.23,,40256.17,63.61
2015,12,GARIBALDI ALVES FILHO,12730.68,RN,42731.99,29.79
2015,12,GLADSON CAMELI,19366.45,,40256.17,48.11
2015,12,GLEISI HOFFMANN,53721.909999999996,,40256.17,133.45
2015,12,HUMBERTO COSTA,30768.129999999997,,40256.17,76.43
2015,12,HÉLIO JOSÉ,27854.309999999998,,40256.17,69.19
2015,12,IVO CASSOL,74641.68000000001,,40256.17,185.42
2015,12,JADER BARBALHO,14318.220000000001,PA,42227.45,33.91
2015,12,JORGE VIANA,21047.59,,40256.17,52.28
2015,12,JOSÉ AGRIPINO,22079.71,,40256.17,54.85
2015,12,JOSÉ MARANHÃO,22168.92,,40256.17,55.07
2015,12,JOSÉ MEDEIROS,38450.09,,40256.17,95.51
2015,12,JOSÉ PIMENTEL,26845.55,,40256.17,66.69
2015,12,JOSÉ SERRA,15138.94,SP,37043.53,40.87
2015,12,JOÃO ALBERTO SOUZA,16559.89,MA,42151.69,39.29
2015,12,JOÃO CAPIBERIBE,28000.61,,40256.17,69.56
2015,12,LASIER MARTINS,14260.82,,40256.17,35.43
2015,12,LÍDICE DA MATA,29876.24,,40256.17,74.22
2015,12,LÚCIA VÂNIA,1850.79,GO,35507.06,5.21
2015,12,MAGNO MALTA,23046.04,ES,37423.91,61.58
2015,12,MARCELO CRIVELLA,36086.380000000005,RJ,35759.97,100.91
2015,12,MARTA SUPLICY,17473.84,,40256.17,43.41
2015,12,OMAR AZIZ,31586.0,,40256.17,78.46
2015,12,OTTO ALENCAR,43349.82,,40256.17,107.68
2015,12,PAULO BAUER,37334.82,,40256.17,92.74
2015,12,PAULO PAIM,31240.54,RS,40875.9,76.43
2015,12,PAULO ROCHA,67636.71,,40256.17,168.02
2015,12,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2015,12,RANDOLFE RODRIGUES,29698.7,,40256.17,73.77
2015,12,REGINA SOUSA,24107.83,,40256.17,59.89
2015,12,RENAN CALHEIROS,3452.9700000000003,AL,40944.1,8.43
2015,12,RICARDO FERRAÇO,16356.72,,40256.17,40.63
2015,12,RICARDO FRANCO,4141.8,,40256.17,10.29
2015,12,ROBERTO REQUIÃO,48657.19,PR,38871.86,125.17
2015,12,ROBERTO ROCHA,22840.81,,40256.17,56.74
2015,12,ROMERO JUCÁ,54018.43,RR,45612.53,118.43
2015,12,ROMÁRIO,61524.78,,40256.17,152.83
2015,12,RONALDO CAIADO,10867.73,,40256.17,27.0
2015,12,ROSE DE FREITAS,28156.46,,40256.17,69.94
2015,12,SANDRA BRAGA,34056.87,,40256.17,84.6
2015,12,SIMONE TEBET,13175.64,,40256.17,32.73
2015,12,SÉRGIO PETECÃO,51182.75,,40256.17,127.14
2015,12,TASSO JEREISSATI,18171.4,CE,42451.77,42.8
2015,12,TELMÁRIO MOTA,37231.89,,40256.17,92.49
2015,12,VALDIR RAUPP,30085.78,RO,43672.49,68.89
2015,12,VANESSA GRAZZIOTIN,73071.2,,40256.17,181.52
2015,12,VICENTINHO ALVES,25495.57,,40256.17,63.33
2015,12,WALDEMIR MOKA,22204.71,,40256.17,55.16
2015,12,WALTER PINHEIRO,16863.05,,40256.17,41.89
2015,12,WELLINGTON FAGUNDES,28835.68,,40256.17,71.63
2015,12,WILDER MORAIS,33645.51,,40256.17,83.58
2015,12,ZEZÉ PERRELLA,22681.33,,40256.17,56.34
2015,12,ÂNGELA PORTELA,36777.04,,40256.17,91.36
2016,1,ACIR GURGACZ,15303.73,,40256.17,38.02
2016,1,ALOYSIO NUNES FERREIRA,14693.919999999998,,40256.17,36.5
2016,1,ALVARO DIAS,4132.33,PR,38871.86,10.63
2016,1,ANA AMÉLIA,10475.08,,40256.17,26.02
2016,1,ANTONIO ANASTASIA,17764.16,,40256.17,44.13
2016,1,ANTÔNIO CARLOS VALADARES,25242.0,SE,40139.26,62.89
2016,1,ATAÍDES OLIVEIRA,15218.07,,40256.17,37.8
2016,1,AÉCIO NEVES,20609.08,,40256.17,51.19
2016,1,BENEDITO DE LIRA,8923.62,,40256.17,22.17
2016,1,BLAIRO MAGGI,20702.32,MT,39428.03,52.51
2016,1,CIRO NOGUEIRA,16510.73,,40256.17,41.01
2016,1,CÁSSIO CUNHA LIMA,14577.73,,40256.17,36.21
2016,1,DALIRIO BEBER,10982.77,,40256.17,27.28
2016,1,DAVI ALCOLUMBRE,16873.010000000002,,40256.17,41.91
2016,1,DONIZETI NOGUEIRA,24019.93,,40256.17,59.67
2016,1,DOUGLAS CINTRA,14447.25,,40256.17,35.89
2016,1,DÁRIO BERGER,10843.54,,40256.17,26.94
2016,1,EDISON LOBÃO,12219.52,MA,42151.69,28.99
2016,1,EDUARDO AMORIM,18779.83,,40256.17,46.65
2016,1,ELMANO FÉRRER,27336.03,,40256.17,67.91
2016,1,FERNANDO BEZERRA COELHO,25290.56,,40256.17,62.82
2016,1,FERNANDO COLLOR,38387.42,,40256.17,95.36
2016,1,FLEXA RIBEIRO,23765.17,PA,42227.45,56.28
2016,1,FÁTIMA BEZERRA,13996.67,,40256.17,34.77
2016,1,GARIBALDI ALVES FILHO,7650.889999999999,RN,42731.99,17.9
2016,1,GLADSON CAMELI,25636.45,,40256.17,63.68
2016,1,GLEISI HOFFMANN,16760.32,,40256.17,41.63
2016,1,HUMBERTO COSTA,17824.38,,40256.17,44.28
2016,1,HÉLIO JOSÉ,6902.07,,40256.17,17.15
2016,1,IVO CASSOL,11349.56,,40256.17,28.19
2016,1,JADER BARBALHO,7253.67,PA,42227.45,17.18
2016,1,JORGE VIANA,20522.14,,40256.17,50.98
2016,1,JOSÉ AGRIPINO,20552.13,,40256.17,51.05
2016,1,JOSÉ MARANHÃO,15472.24,,40256.17,38.43
2016,1,JOSÉ MEDEIROS,28125.19,,40256.17,69.87
2016,1,JOSÉ PIMENTEL,20994.4,,40256.17,52.15
2016,1,JOSÉ SERRA,20037.61,SP,37043.53,54.09
2016,1,JOÃO ALBERTO SOUZA,12583.58,MA,42151.69,29.85
2016,1,JOÃO CAPIBERIBE,58517.74,,40256.17,145.36
2016,1,LASIER MARTINS,11129.94,,40256.17,27.65
2016,1,LINDBERGH FARIAS,12402.89,,40256.17,30.81
2016,1,LÍDICE DA MATA,16601.93,,40256.17,41.24
2016,1,LÚCIA VÂNIA,24377.97,GO,35507.06,68.66
2016,1,MAGNO MALTA,18462.08,ES,37423.91,49.33
2016,1,MARCELO CRIVELLA,9775.33,RJ,35759.97,27.34
2016,1,MARTA SUPLICY,20397.6,,40256.17,50.67
2016,1,OMAR AZIZ,30000.0,,40256.17,74.52
2016,1,OTTO ALENCAR,15355.5,,40256.17,38.14
2016,1,PAULO BAUER,23999.9,,40256.17,59.62
2016,1,PAULO PAIM,23115.0,RS,40875.9,56.55
2016,1,PAULO ROCHA,46053.36,,40256.17,114.4
2016,1,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2016,1,RANDOLFE RODRIGUES,50194.32,,40256.17,124.69
2016,1,REGINA SOUSA,17510.68,,40256.17,43.5
2016,1,RENAN CALHEIROS,3528.1200000000003,AL,40944.1,8.62
2016,1,RICARDO FERRAÇO,13374.45,,40256.17,33.22
2016,1,RICARDO FRANCO,6967.09,,40256.17,17.31
2016,1,ROBERTO REQUIÃO,23793.41,PR,38871.86,61.21
2016,1,ROBERTO ROCHA,29000.0,,40256.17,72.04
2016,1,ROMERO JUCÁ,18937.23,RR,45612.53,41.52
2016,1,ROMÁRIO,9829.279999999999,,40256.17,24.42
2016,1,RONALDO CAIADO,16878.79,,40256.17,41.93
2016,1,ROSE DE FREITAS,22469.88,,40256.17,55.82
2016,1,SANDRA BRAGA,20029.03,,40256.17,49.75
2016,1,SIMONE TEBET,11810.33,,40256.17,29.34
2016,1,SÉRGIO PETECÃO,15254.75,,40256.17,37.89
2016,1,TASSO JEREISSATI,646.14,CE,42451.77,1.52
2016,1,TELMÁRIO MOTA,38637.74,,40256.17,95.98
2016,1,VALDIR RAUPP,35727.37,RO,43672.49,81.81
2016,1,VANESSA GRAZZIOTIN,17257.059999999998,,40256.17,42.87
2016,1,VICENTINHO ALVES,14601.0,,40256.17,36.27
2016,1,WALDEMIR MOKA,19209.11,,40256.17,47.72
2016,1,WALTER PINHEIRO,10359.49,,40256.17,25.73
2016,1,WELLINGTON FAGUNDES,21814.58,,40256.17,54.19
2016,1,WILDER MORAIS,12927.04,,40256.17,32.11
2016,1,ZEZÉ PERRELLA,23205.15,,40256.17,57.64
2016,1,ÂNGELA PORTELA,34343.159999999996,,40256.17,85.31
2016,2,ACIR GURGACZ,17563.440000000002,,40256.17,43.63
2016,2,ALOYSIO NUNES FERREIRA,24230.16,,40256.17,60.19
2016,2,ALVARO DIAS,7935.83,PR,38871.86,20.42
2016,2,ANA AMÉLIA,15069.67,,40256.17,37.43
2016,2,ANTONIO ANASTASIA,23348.87,,40256.17,58.0
2016,2,ANTÔNIO CARLOS VALADARES,23666.61,SE,40139.26,58.96
2016,2,ATAÍDES OLIVEIRA,28410.21,,40256.17,70.57
2016,2,AÉCIO NEVES,21501.260000000002,,40256.17,53.41
2016,2,BENEDITO DE LIRA,15160.85,,40256.17,37.66
2016,2,BLAIRO MAGGI,22266.35,MT,39428.03,56.47
2016,2,CIRO NOGUEIRA,40231.48,,40256.17,99.94
2016,2,CÁSSIO CUNHA LIMA,18415.38,,40256.17,45.75
2016,2,DALIRIO BEBER,13850.13,,40256.17,34.4
2016,2,DAVI ALCOLUMBRE,19023.06,,40256.17,47.26
2016,2,DONIZETI NOGUEIRA,31202.079999999998,,40256.17,77.51
2016,2,DOUGLAS CINTRA,15989.9,,40256.17,39.72
2016,2,DÁRIO BERGER,17751.36,,40256.17,44.1
2016,2,EDISON LOBÃO,12220.96,MA,42151.69,28.99
2016,2,EDUARDO AMORIM,24055.58,,40256.17,59.76
2016,2,ELMANO FÉRRER,31333.71,,40256.17,77.84
2016,2,FERNANDO BEZERRA COELHO,24408.75,,40256.17,60.63
2016,2,FERNANDO COLLOR,40922.72,,40256.17,101.66
2016,2,FLEXA RIBEIRO,25421.71,PA,42227.45,60.2
2016,2,FÁTIMA BEZERRA,31183.18,,40256.17,77.46
2016,2,GARIBALDI ALVES FILHO,16624.43,RN,42731.99,38.9
2016,2,GLADSON CAMELI,37996.42,,40256.17,94.39
2016,2,GLEISI HOFFMANN,24288.6,,40256.17,60.34
2016,2,HUMBERTO COSTA,30506.73,,40256.17,75.78
2016,2,HÉLIO JOSÉ,7489.28,,40256.17,18.6
2016,2,IVO CASSOL,29277.32,,40256.17,72.73
2016,2,JADER BARBALHO,12679.3,PA,42227.45,30.03
2016,2,JORGE VIANA,29397.55,,40256.17,73.03
2016,2,JOSÉ AGRIPINO,20208.96,,40256.17,50.2
2016,2,JOSÉ MARANHÃO,17449.22,,40256.17,43.35
2016,2,JOSÉ MEDEIROS,39108.92,,40256.17,97.15
2016,2,JOSÉ PIMENTEL,22484.27,,40256.17,55.85
2016,2,JOSÉ SERRA,25269.899999999998,SP,37043.53,68.22
2016,2,JOÃO ALBERTO SOUZA,16160.1,MA,42151.69,38.34
2016,2,JOÃO CAPIBERIBE,58529.3,,40256.17,145.39
2016,2,LASIER MARTINS,17697.58,,40256.17,43.96
2016,2,LINDBERGH FARIAS,41934.53,,40256.17,104.17
2016,2,LÍDICE DA MATA,23563.92,,40256.17,58.53
2016,2,LÚCIA VÂNIA,18860.420000000002,GO,35507.06,53.12
2016,2,MAGNO MALTA,31123.98,ES,37423.91,83.17
2016,2,MARCELO CRIVELLA,25553.690000000002,RJ,35759.97,71.46
2016,2,MARTA SUPLICY,33521.25,,40256.17,83.27
2016,2,OMAR AZIZ,30000.0,,40256.17,74.52
2016,2,OTTO ALENCAR,18433.47,,40256.17,45.79
2016,2,PAULO BAUER,34172.71,,40256.17,84.89
2016,2,PAULO PAIM,18130.02,RS,40875.9,44.35
2016,2,PAULO ROCHA,46192.56,,40256.17,114.75
2016,2,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2016,2,RANDOLFE RODRIGUES,60509.15,,40256.17,150.31
2016,2,REGINA SOUSA,26026.5,,40256.17,64.65
2016,2,RENAN CALHEIROS,3745.15,AL,40944.1,9.15
2016,2,RICARDO FERRAÇO,16269.87,,40256.17,40.42
2016,2,RICARDO FRANCO,9362.83,,40256.17,23.26
2016,2,ROBERTO REQUIÃO,23059.43,PR,38871.86,59.32
2016,2,ROBERTO ROCHA,70841.22,,40256.17,175.98
2016,2,ROMERO JUCÁ,37615.14,RR,45612.53,82.47
2016,2,ROMÁRIO,42149.06,,40256.17,104.7
2016,2,RONALDO CAIADO,18470.86,,40256.17,45.88
2016,2,ROSE DE FREITAS,34626.36,,40256.17,86.02
2016,2,SANDRA BRAGA,30512.04,,40256.17,75.79
2016,2,SIMONE TEBET,14796.27,,40256.17,36.76
2016,2,SÉRGIO PETECÃO,12537.970000000001,,40256.17,31.15
2016,2,TASSO JEREISSATI,17297.45,CE,42451.77,40.75
2016,2,TELMÁRIO MOTA,48760.33,,40256.17,121.13
2016,2,VALDIR RAUPP,41199.9,RO,43672.49,94.34
2016,2,VANESSA GRAZZIOTIN,21400.7,,40256.17,53.16
2016,2,VICENTINHO ALVES,24869.41,,40256.17,61.78
2016,2,WALDEMIR MOKA,18758.84,,40256.17,46.6
2016,2,WALTER PINHEIRO,12549.43,,40256.17,31.17
2016,2,WELLINGTON FAGUNDES,28534.63,,40256.17,70.88
2016,2,WILDER MORAIS,25139.46,,40256.17,62.45
2016,2,ZEZÉ PERRELLA,13298.6,,40256.17,33.03
2016,2,ÂNGELA PORTELA,40269.32,,40256.17,100.03
2016,3,ACIR GURGACZ,44208.93,,40256.17,109.82
2016,3,ALOYSIO NUNES FERREIRA,21396.88,,40256.17,53.15
2016,3,ALVARO DIAS,7981.64,PR,38871.86,20.53
2016,3,ANA AMÉLIA,24864.079999999998,,40256.17,61.76
2016,3,ANTONIO ANASTASIA,29311.47,,40256.17,72.81
2016,3,ANTÔNIO CARLOS VALADARES,24263.6,SE,40139.26,60.45
2016,3,ATAÍDES OLIVEIRA,36695.51,,40256.17,91.15
2016,3,AÉCIO NEVES,30206.62,,40256.17,75.04
2016,3,BENEDITO DE LIRA,12453.7,,40256.17,30.94
2016,3,BLAIRO MAGGI,22863.69,MT,39428.03,57.99
2016,3,CIRO NOGUEIRA,43259.61,,40256.17,107.46
2016,3,CRISTOVAM BUARQUE,15000.0,DF,30788.66,48.72
2016,3,CÁSSIO CUNHA LIMA,26167.29,,40256.17,65.0
2016,3,DALIRIO BEBER,17652.25,,40256.17,43.85
2016,3,DAVI ALCOLUMBRE,23705.91,,40256.17,58.89
2016,3,DONIZETI NOGUEIRA,22408.11,,40256.17,55.66
2016,3,DOUGLAS CINTRA,22286.29,,40256.17,55.36
2016,3,DÁRIO BERGER,26315.2,,40256.17,65.37
2016,3,EDISON LOBÃO,12544.13,MA,42151.69,29.76
2016,3,EDUARDO AMORIM,22672.03,,40256.17,56.32
2016,3,ELMANO FÉRRER,40576.57,,40256.17,100.8
2016,3,FERNANDO BEZERRA COELHO,35164.65,,40256.17,87.35
2016,3,FERNANDO COLLOR,39655.07,,40256.17,98.51
2016,3,FLEXA RIBEIRO,32014.96,PA,42227.45,75.82
2016,3,FÁTIMA BEZERRA,38924.72,,40256.17,96.69
2016,3,GARIBALDI ALVES FILHO,16109.78,RN,42731.99,37.7
2016,3,GLADSON CAMELI,37315.090000000004,,40256.17,92.69
2016,3,GLEISI HOFFMANN,23317.61,,40256.17,57.92
2016,3,HUMBERTO COSTA,46669.28,,40256.17,115.93
2016,3,HÉLIO JOSÉ,9023.23,,40256.17,22.41
2016,3,IVO CASSOL,37495.87,,40256.17,93.14
2016,3,JADER BARBALHO,25026.84,PA,42227.45,59.27
2016,3,JORGE VIANA,41095.11,,40256.17,102.08
2016,3,JOSÉ AGRIPINO,20010.53,,40256.17,49.71
2016,3,JOSÉ MARANHÃO,23239.87,,40256.17,57.73
2016,3,JOSÉ MEDEIROS,42744.56,,40256.17,106.18
2016,3,JOSÉ PIMENTEL,28652.58,,40256.17,71.18
2016,3,JOSÉ SERRA,22391.97,SP,37043.53,60.45
2016,3,JOÃO ALBERTO SOUZA,17445.63,MA,42151.69,41.39
2016,3,JOÃO CAPIBERIBE,36320.83,,40256.17,90.22
2016,3,LASIER MARTINS,25397.83,,40256.17,63.09
2016,3,LINDBERGH FARIAS,51245.8,,40256.17,127.3
2016,3,LÍDICE DA MATA,23451.05,,40256.17,58.25
2016,3,LÚCIA VÂNIA,23892.2,GO,35507.06,67.29
2016,3,MAGNO MALTA,38320.65,ES,37423.91,102.4
2016,3,MARCELO CRIVELLA,33777.68,RJ,35759.97,94.46
2016,3,MARTA SUPLICY,33937.24,,40256.17,84.3
2016,3,OMAR AZIZ,30000.0,,40256.17,74.52
2016,3,OTTO ALENCAR,16176.64,,40256.17,40.18
2016,3,PAULO BAUER,40078.6,,40256.17,99.56
2016,3,PAULO PAIM,23722.7,RS,40875.9,58.04
2016,3,PAULO ROCHA,64851.18,,40256.17,161.1
2016,3,RAIMUNDO LIRA,13800.0,PB,42032.56,32.83
2016,3,RANDOLFE RODRIGUES,69479.52,,40256.17,172.59
2016,3,REGINA SOUSA,31883.48,,40256.17,79.2
